"index" "risk" "risk_base" "risk_percent_diff" "risk_percent_point_diff" "risk_relative"
"40malebasic01011" 4.7 0.8 488 3.9 5.9
"40malebasic01100" 6.2 0.8 675 5.4 7.8
"40malebasic01101" 9.1 0.8 1037 8.3 11.4
"40malebasic01110" 8.7 0.8 987 7.9 10.9
"40malebasic01111" 12.8 0.8 1500 12 16
"40malebasic10000" 2.7 0.8 238 1.9 3.4
"40malebasic10001" 3.3 0.8 312 2.5 4.1
"40malebasic10010" 3.8 0.8 375 3 4.7
"40malebasic10011" 4.6 0.8 475 3.8 5.7
"40malebasic10100" 6.4 0.8 700 5.6 8
"40malebasic10101" 7.8 0.8 875 7 9.8
"40malebasic10110" 8.9 0.8 1012 8.1 11.1
"40malebasic10111" 10.9 0.8 1262 10.1 13.6
"40malebasic11000" 4.3 0.8 438 3.5 5.4
"40malebasic11001" 5.3 0.8 562 4.5 6.6
"40malebasic11010" 6.1 0.8 662 5.3 7.6
"40malebasic11011" 7.5 0.8 838 6.7 9.4
"40malebasic11100" 10.1 0.8 1162 9.3 12.6
"40malebasic11101" 12.3 0.8 1438 11.5 15.4
"40malebasic11110" 14.1 0.8 1662 13.3 17.6
"40malebasic11111" 17.1 0.8 2038 16.3 21.4
"40malepostgraduate00000" 0.8 0.8 0 0 1
"40malepostgraduate00001" 1.2 0.8 50 0.4 1.5
"40malepostgraduate00010" 1.1 0.8 38 0.3 1.4
"40malepostgraduate00011" 1.7 0.8 112 0.9 2.1
"40malepostgraduate00100" 2.3 0.8 187 1.5 2.9
"40malepostgraduate00101" 3.4 0.8 325 2.6 4.2
"40malepostgraduate00110" 3.2 0.8 300 2.4 4
"40malepostgraduate00111" 4.8 0.8 500 4 6
"40malepostgraduate01000" 1.3 0.8 62 0.5 1.6
"40malepostgraduate01001" 2 0.8 150 1.2 2.5
"40malepostgraduate01010" 1.9 0.8 137 1.1 2.4
"40malepostgraduate01011" 2.8 0.8 250 2 3.5
"40malepostgraduate01100" 3.7 0.8 363 2.9 4.6
"40malepostgraduate01101" 5.5 0.8 588 4.7 6.9
"40malepostgraduate01110" 5.2 0.8 550 4.4 6.5
"40malepostgraduate01111" 7.8 0.8 875 7 9.8
"40malepostgraduate10000" 1.6 0.8 100 0.8 2
"40malepostgraduate10001" 1.9 0.8 137 1.1 2.4
"40malepostgraduate10010" 2.2 0.8 175 1.4 2.8
"40malepostgraduate10011" 2.7 0.8 238 1.9 3.4
"40malepostgraduate10100" 3.8 0.8 375 3 4.7
"40malepostgraduate10101" 4.7 0.8 488 3.9 5.9
"40malepostgraduate10110" 5.4 0.8 575 4.6 6.8
"40malepostgraduate10111" 6.6 0.8 725 5.8 8.2
"40malepostgraduate11000" 2.6 0.8 225 1.8 3.2
"40malepostgraduate11001" 3.2 0.8 300 2.4 4
"40malepostgraduate11010" 3.7 0.8 363 2.9 4.6
"40malepostgraduate11011" 4.5 0.8 462 3.7 5.6
"40malepostgraduate11100" 6.2 0.8 675 5.4 7.8
"40malepostgraduate11101" 7.6 0.8 850 6.8 9.5
"40malepostgraduate11110" 8.7 0.8 987 7.9 10.9
"40malepostgraduate11111" 10.6 0.8 1225 9.8 13.2
"40malesecondary00000" 1.1 0.8 38 0.3 1.4
"40malesecondary00001" 1.7 0.8 112 0.9 2.1
"40malesecondary00010" 1.6 0.8 100 0.8 2
"40malesecondary00011" 2.4 0.8 200 1.6 3
"40malesecondary00100" 3.2 0.8 300 2.4 4
"40malesecondary00101" 4.8 0.8 500 4 6
"40malesecondary00110" 4.6 0.8 475 3.8 5.7
"40malesecondary00111" 6.8 0.8 750 6 8.5
"40malesecondary01000" 1.9 0.8 137 1.1 2.4
"40malesecondary01001" 2.8 0.8 250 2 3.5
"40malesecondary01010" 2.7 0.8 238 1.9 3.4
"40malesecondary01011" 4 0.8 400 3.2 5
"40malesecondary01100" 5.3 0.8 562 4.5 6.6
"40malesecondary01101" 7.8 0.8 875 7 9.8
"40malesecondary01110" 7.4 0.8 825 6.6 9.2
"40malesecondary01111" 10.9 0.8 1262 10.1 13.6
"40malesecondary10000" 2.2 0.8 175 1.4 2.8
"40malesecondary10001" 2.8 0.8 250 2 3.5
"40malesecondary10010" 3.2 0.8 300 2.4 4
"40malesecondary10011" 3.9 0.8 387 3.1 4.9
"40malesecondary10100" 5.4 0.8 575 4.6 6.8
"40malesecondary10101" 6.6 0.8 725 5.8 8.2
"40malesecondary10110" 7.6 0.8 850 6.8 9.5
"40malesecondary10111" 9.3 0.8 1062 8.5 11.6
"40malesecondary11000" 3.7 0.8 363 2.9 4.6
"40malesecondary11001" 4.5 0.8 462 3.7 5.6
"40malesecondary11010" 5.2 0.8 550 4.4 6.5
"40malesecondary11011" 6.4 0.8 700 5.6 8
"40malesecondary11100" 8.7 0.8 987 7.9 10.9
"40malesecondary11101" 10.6 0.8 1225 9.8 13.2
"40malesecondary11110" 12.1 0.8 1412 11.3 15.1
"40malesecondary11111" 14.8 0.8 1750 14 18.5
"40maletertiary00000" 0.9 0.8 12 0.1 1.1
"40maletertiary00001" 1.4 0.8 75 0.6 1.7
"40maletertiary00010" 1.3 0.8 62 0.5 1.6
"40maletertiary00011" 2 0.8 150 1.2 2.5
"40maletertiary00100" 2.7 0.8 238 1.9 3.4
"40maletertiary00101" 4 0.8 400 3.2 5
"40maletertiary00110" 3.8 0.8 375 3 4.7
"40maletertiary00111" 5.6 0.8 600 4.8 7
"40maletertiary01000" 1.5 0.8 87 0.7 1.9
"40maletertiary01001" 2.3 0.8 187 1.5 2.9
"40maletertiary01010" 2.2 0.8 175 1.4 2.8
"40maletertiary01011" 3.3 0.8 312 2.5 4.1
"40maletertiary01100" 4.4 0.8 450 3.6 5.5
"40maletertiary01101" 6.5 0.8 712 5.7 8.1
"40maletertiary01110" 6.2 0.8 675 5.4 7.8
"40maletertiary01111" 9.1 0.8 1037 8.3 11.4
"40maletertiary10000" 1.9 0.8 137 1.1 2.4
"40maletertiary10001" 2.3 0.8 187 1.5 2.9
"40maletertiary10010" 2.6 0.8 225 1.8 3.2
"40maletertiary10011" 3.2 0.8 300 2.4 4
"40maletertiary10100" 4.5 0.8 462 3.7 5.6
"40maletertiary10101" 5.5 0.8 588 4.7 6.9
"40maletertiary10110" 6.3 0.8 688 5.5 7.9
"40maletertiary10111" 7.7 0.8 862 6.9 9.6
"40maletertiary11000" 3 0.8 275 2.2 3.8
"40maletertiary11001" 3.7 0.8 363 2.9 4.6
"40maletertiary11010" 4.3 0.8 438 3.5 5.4
"40maletertiary11011" 5.3 0.8 562 4.5 6.6
"40maletertiary11100" 7.2 0.8 800 6.4 9
"40maletertiary11101" 8.9 0.8 1012 8.1 11.1
"40maletertiary11110" 10.2 0.8 1175 9.4 12.7
"40maletertiary11111" 12.4 0.8 1450 11.6 15.5
"41femalebasic00000" 0.8 0.5 60 0.3 1.6
"41femalebasic00001" 1.2 0.5 140 0.7 2.4
"41femalebasic00010" 1.1 0.5 120 0.6 2.2
"41femalebasic00011" 1.7 0.5 240 1.2 3.4
"41femalebasic00100" 2.2 0.5 340 1.7 4.4
"41femalebasic00101" 3.2 0.5 540 2.7 6.4
"41femalebasic00110" 2.9 0.5 480 2.4 5.8
"41femalebasic00111" 4.4 0.5 780 3.9 8.8
"41femalebasic01000" 1.3 0.5 160 0.8 2.6
"41femalebasic01001" 2 0.5 300 1.5 4
"41femalebasic01010" 1.8 0.5 260 1.3 3.6
"41femalebasic01011" 2.7 0.5 440 2.2 5.4
"41femalebasic01100" 3.5 0.5 600 3 7
"41femalebasic01101" 5.2 0.5 940 4.7 10.4
"41femalebasic01110" 4.8 0.5 860 4.3 9.6
"41femalebasic01111" 7.1 0.5 1320 6.6 14.2
"41femalebasic10000" 1.6 0.5 220 1.1 3.2
"41femalebasic10001" 2 0.5 300 1.5 4
"41femalebasic10010" 2.2 0.5 340 1.7 4.4
"41femalebasic10011" 2.7 0.5 440 2.2 5.4
"41femalebasic10100" 3.6 0.5 620 3.1 7.2
"41femalebasic10101" 4.4 0.5 780 3.9 8.8
"41femalebasic10110" 4.9 0.5 880 4.4 9.8
"41femalebasic10111" 6 0.5 1100 5.5 12
"41femalebasic11000" 2.6 0.5 420 2.1 5.2
"41femalebasic11001" 3.2 0.5 540 2.7 6.4
"41femalebasic11010" 3.5 0.5 600 3 7
"41femalebasic11011" 4.4 0.5 780 3.9 8.8
"41femalebasic11100" 5.8 0.5 1060 5.3 11.6
"41femalebasic11101" 7.1 0.5 1320 6.6 14.2
"41femalebasic11110" 7.9 0.5 1480 7.4 15.8
"41femalebasic11111" 9.6 0.5 1820 9.1 19.2
"41femalepostgraduate00000" 0.5 0.5 0 0 1
"41femalepostgraduate00001" 0.7 0.5 40 0.2 1.4
"41femalepostgraduate00010" 0.7 0.5 40 0.2 1.4
"41femalepostgraduate00011" 1 0.5 100 0.5 2
"41femalepostgraduate00100" 1.3 0.5 160 0.8 2.6
"41femalepostgraduate00101" 1.9 0.5 280 1.4 3.8
"41femalepostgraduate00110" 1.7 0.5 240 1.2 3.4
"41femalepostgraduate00111" 2.6 0.5 420 2.1 5.2
"41femalepostgraduate01000" 0.8 0.5 60 0.3 1.6
"41femalepostgraduate01001" 1.2 0.5 140 0.7 2.4
"41femalepostgraduate01010" 1.1 0.5 120 0.6 2.2
"41femalepostgraduate01011" 1.6 0.5 220 1.1 3.2
"41femalepostgraduate01100" 2.1 0.5 320 1.6 4.2
"41femalepostgraduate01101" 3.1 0.5 520 2.6 6.2
"41femalepostgraduate01110" 2.9 0.5 480 2.4 5.8
"41femalepostgraduate01111" 4.3 0.5 760 3.8 8.6
"41femalepostgraduate10000" 0.9 0.5 80 0.4 1.8
"41femalepostgraduate10001" 1.2 0.5 140 0.7 2.4
"41femalepostgraduate10010" 1.3 0.5 160 0.8 2.6
"41femalepostgraduate10011" 1.6 0.5 220 1.1 3.2
"41femalepostgraduate10100" 2.1 0.5 320 1.6 4.2
"41femalepostgraduate10101" 2.6 0.5 420 2.1 5.2
"41femalepostgraduate10110" 2.9 0.5 480 2.4 5.8
"41femalepostgraduate10111" 3.6 0.5 620 3.1 7.2
"41femalepostgraduate11000" 1.5 0.5 200 1 3
"41femalepostgraduate11001" 1.9 0.5 280 1.4 3.8
"41femalepostgraduate11010" 2.1 0.5 320 1.6 4.2
"41femalepostgraduate11011" 2.6 0.5 420 2.1 5.2
"41femalepostgraduate11100" 3.5 0.5 600 3 7
"41femalepostgraduate11101" 4.3 0.5 760 3.8 8.6
"41femalepostgraduate11110" 4.8 0.5 860 4.3 9.6
"41femalepostgraduate11111" 5.8 0.5 1060 5.3 11.6
"41femalesecondary00000" 0.7 0.5 40 0.2 1.4
"41femalesecondary00001" 1 0.5 100 0.5 2
"41femalesecondary00010" 0.9 0.5 80 0.4 1.8
"41femalesecondary00011" 1.4 0.5 180 0.9 2.8
"41femalesecondary00100" 1.8 0.5 260 1.3 3.6
"41femalesecondary00101" 2.7 0.5 440 2.2 5.4
"41femalesecondary00110" 2.5 0.5 400 2 5
"41femalesecondary00111" 3.7 0.5 640 3.2 7.4
"41femalesecondary01000" 1.1 0.5 120 0.6 2.2
"41femalesecondary01001" 1.7 0.5 240 1.2 3.4
"41femalesecondary01010" 1.5 0.5 200 1 3
"41femalesecondary01011" 2.3 0.5 360 1.8 4.6
"41femalesecondary01100" 3 0.5 500 2.5 6
"41femalesecondary01101" 4.5 0.5 800 4 9
"41femalesecondary01110" 4.1 0.5 720 3.6 8.2
"41femalesecondary01111" 6.1 0.5 1120 5.6 12.2
"41femalesecondary10000" 1.3 0.5 160 0.8 2.6
"41femalesecondary10001" 1.7 0.5 240 1.2 3.4
"41femalesecondary10010" 1.8 0.5 260 1.3 3.6
"41femalesecondary10011" 2.3 0.5 360 1.8 4.6
"41femalesecondary10100" 3 0.5 500 2.5 6
"41femalesecondary10101" 3.7 0.5 640 3.2 7.4
"41femalesecondary10110" 4.1 0.5 720 3.6 8.2
"41femalesecondary10111" 5.1 0.5 920 4.6 10.2
"41femalesecondary11000" 2.2 0.5 340 1.7 4.4
"41femalesecondary11001" 2.7 0.5 440 2.2 5.4
"41femalesecondary11010" 3 0.5 500 2.5 6
"41femalesecondary11011" 3.7 0.5 640 3.2 7.4
"41femalesecondary11100" 4.9 0.5 880 4.4 9.8
"41femalesecondary11101" 6.1 0.5 1120 5.6 12.2
"41femalesecondary11110" 6.7 0.5 1240 6.2 13.4
"41femalesecondary11111" 8.2 0.5 1540 7.7 16.4
"41femaletertiary00000" 0.6 0.5 20 0.1 1.2
"41femaletertiary00001" 0.8 0.5 60 0.3 1.6
"41femaletertiary00010" 0.8 0.5 60 0.3 1.6
"41femaletertiary00011" 1.2 0.5 140 0.7 2.4
"41femaletertiary00100" 1.5 0.5 200 1 3
"41femaletertiary00101" 2.3 0.5 360 1.8 4.6
"41femaletertiary00110" 2.1 0.5 320 1.6 4.2
"41femaletertiary00111" 3.1 0.5 520 2.6 6.2
"41femaletertiary01000" 0.9 0.5 80 0.4 1.8
"41femaletertiary01001" 1.4 0.5 180 0.9 2.8
"41femaletertiary01010" 1.3 0.5 160 0.8 2.6
"41femaletertiary01011" 1.9 0.5 280 1.4 3.8
"41femaletertiary01100" 2.5 0.5 400 2 5
"41femaletertiary01101" 3.7 0.5 640 3.2 7.4
"41femaletertiary01110" 3.4 0.5 580 2.9 6.8
"41femaletertiary01111" 5 0.5 900 4.5 10
"41femaletertiary10000" 1.1 0.5 120 0.6 2.2
"41femaletertiary10001" 1.4 0.5 180 0.9 2.8
"41femaletertiary10010" 1.5 0.5 200 1 3
"41femaletertiary10011" 1.9 0.5 280 1.4 3.8
"41femaletertiary10100" 2.5 0.5 400 2 5
"41femaletertiary10101" 3.1 0.5 520 2.6 6.2
"41femaletertiary10110" 3.4 0.5 580 2.9 6.8
"41femaletertiary10111" 4.2 0.5 740 3.7 8.4
"41femaletertiary11000" 1.8 0.5 260 1.3 3.6
"41femaletertiary11001" 2.2 0.5 340 1.7 4.4
"41femaletertiary11010" 2.5 0.5 400 2 5
"41femaletertiary11011" 3.1 0.5 520 2.6 6.2
"41femaletertiary11100" 4.1 0.5 720 3.6 8.2
"41femaletertiary11101" 5 0.5 900 4.5 10
"41femaletertiary11110" 5.6 0.5 1020 5.1 11.2
"41femaletertiary11111" 6.9 0.5 1280 6.4 13.8
"41malebasic00000" 1.5 0.9 67 0.6 1.7
"41malebasic00001" 2.2 0.9 144 1.3 2.4
"41malebasic00010" 2 0.9 122 1.1 2.2
"41malebasic00011" 3 0.9 233 2.1 3.3
"41malebasic00100" 3.9 0.9 333 3 4.3
"41malebasic00101" 5.8 0.9 544 4.9 6.4
"41malebasic00110" 5.3 0.9 489 4.4 5.9
"41malebasic00111" 7.9 0.9 778 7 8.8
"41malebasic01000" 2.4 0.9 167 1.5 2.7
"41malebasic01001" 3.6 0.9 300 2.7 4
"41malebasic01010" 3.3 0.9 267 2.4 3.7
"41malebasic01011" 4.9 0.9 444 4 5.4
"41malebasic01100" 6.3 0.9 600 5.4 7
"41malebasic01101" 9.4 0.9 944 8.5 10.4
"41malebasic01110" 8.6 0.9 856 7.7 9.6
"41malebasic01111" 12.6 0.9 1300 11.7 14
"41malebasic10000" 2.9 0.9 222 2 3.2
"41malebasic10001" 3.6 0.9 300 2.7 4
"41malebasic10010" 3.9 0.9 333 3 4.3
"41malebasic10011" 4.8 0.9 433 3.9 5.3
"41malebasic10100" 6.5 0.9 622 5.6 7.2
"41malebasic10101" 7.9 0.9 778 7 8.8
"41malebasic10110" 8.8 0.9 878 7.9 9.8
"41malebasic10111" 10.7 0.9 1089 9.8 11.9
"41malebasic11000" 4.7 0.9 422 3.8 5.2
"41malebasic11001" 5.8 0.9 544 4.9 6.4
"41malebasic11010" 6.4 0.9 611 5.5 7.1
"41malebasic11011" 7.8 0.9 767 6.9 8.7
"41malebasic11100" 10.3 0.9 1044 9.4 11.4
"41malebasic11101" 12.5 0.9 1289 11.6 13.9
"41malebasic11110" 13.9 0.9 1444 13 15.4
"41malebasic11111" 16.8 0.9 1767 15.9 18.7
"41malepostgraduate00000" 0.9 0.9 0 0 1
"41malepostgraduate00001" 1.3 0.9 44 0.4 1.4
"41malepostgraduate00010" 1.2 0.9 33 0.3 1.3
"41malepostgraduate00011" 1.8 0.9 100 0.9 2
"41malepostgraduate00100" 2.3 0.9 156 1.4 2.6
"41malepostgraduate00101" 3.5 0.9 289 2.6 3.9
"41malepostgraduate00110" 3.2 0.9 256 2.3 3.6
"41malepostgraduate00111" 4.7 0.9 422 3.8 5.2
"41malepostgraduate01000" 1.4 0.9 56 0.5 1.6
"41malepostgraduate01001" 2.2 0.9 144 1.3 2.4
"41malepostgraduate01010" 2 0.9 122 1.1 2.2
"41malepostgraduate01011" 2.9 0.9 222 2 3.2
"41malepostgraduate01100" 3.8 0.9 322 2.9 4.2
"41malepostgraduate01101" 5.7 0.9 533 4.8 6.3
"41malepostgraduate01110" 5.2 0.9 478 4.3 5.8
"41malepostgraduate01111" 7.7 0.9 756 6.8 8.6
"41malepostgraduate10000" 1.7 0.9 89 0.8 1.9
"41malepostgraduate10001" 2.1 0.9 133 1.2 2.3
"41malepostgraduate10010" 2.3 0.9 156 1.4 2.6
"41malepostgraduate10011" 2.9 0.9 222 2 3.2
"41malepostgraduate10100" 3.9 0.9 333 3 4.3
"41malepostgraduate10101" 4.8 0.9 433 3.9 5.3
"41malepostgraduate10110" 5.3 0.9 489 4.4 5.9
"41malepostgraduate10111" 6.5 0.9 622 5.6 7.2
"41malepostgraduate11000" 2.8 0.9 211 1.9 3.1
"41malepostgraduate11001" 3.5 0.9 289 2.6 3.9
"41malepostgraduate11010" 3.8 0.9 322 2.9 4.2
"41malepostgraduate11011" 4.7 0.9 422 3.8 5.2
"41malepostgraduate11100" 6.3 0.9 600 5.4 7
"41malepostgraduate11101" 7.7 0.9 756 6.8 8.6
"41malepostgraduate11110" 8.5 0.9 844 7.6 9.4
"41malepostgraduate11111" 10.4 0.9 1056 9.5 11.6
"41malesecondary00000" 1.2 0.9 33 0.3 1.3
"41malesecondary00001" 1.9 0.9 111 1 2.1
"41malesecondary00010" 1.7 0.9 89 0.8 1.9
"41malesecondary00011" 2.6 0.9 189 1.7 2.9
"41malesecondary00100" 3.3 0.9 267 2.4 3.7
"41malesecondary00101" 4.9 0.9 444 4 5.4
"41malesecondary00110" 4.5 0.9 400 3.6 5
"41malesecondary00111" 6.7 0.9 644 5.8 7.4
"41malesecondary01000" 2.1 0.9 133 1.2 2.3
"41malesecondary01001" 3.1 0.9 244 2.2 3.4
"41malesecondary01010" 2.8 0.9 211 1.9 3.1
"41malesecondary01011" 4.2 0.9 367 3.3 4.7
"41malesecondary01100" 5.4 0.9 500 4.5 6
"41malesecondary01101" 8 0.9 789 7.1 8.9
"41malesecondary01110" 7.3 0.9 711 6.4 8.1
"41malesecondary01111" 10.8 0.9 1100 9.9 12
"41malesecondary10000" 2.4 0.9 167 1.5 2.7
"41malesecondary10001" 3 0.9 233 2.1 3.3
"41malesecondary10010" 3.3 0.9 267 2.4 3.7
"41malesecondary10011" 4.1 0.9 356 3.2 4.6
"41malesecondary10100" 5.5 0.9 511 4.6 6.1
"41malesecondary10101" 6.7 0.9 644 5.8 7.4
"41malesecondary10110" 7.5 0.9 733 6.6 8.3
"41malesecondary10111" 9.1 0.9 911 8.2 10.1
"41malesecondary11000" 4 0.9 344 3.1 4.4
"41malesecondary11001" 4.9 0.9 444 4 5.4
"41malesecondary11010" 5.4 0.9 500 4.5 6
"41malesecondary11011" 6.7 0.9 644 5.8 7.4
"41malesecondary11100" 8.8 0.9 878 7.9 9.8
"41malesecondary11101" 10.8 0.9 1100 9.9 12
"41malesecondary11110" 11.9 0.9 1222 11 13.2
"41malesecondary11111" 14.5 0.9 1511 13.6 16.1
"41maletertiary00000" 1 0.9 11 0.1 1.1
"41maletertiary00001" 1.5 0.9 67 0.6 1.7
"41maletertiary00010" 1.4 0.9 56 0.5 1.6
"41maletertiary00011" 2.1 0.9 133 1.2 2.3
"41maletertiary00100" 2.7 0.9 200 1.8 3
"41maletertiary00101" 4.1 0.9 356 3.2 4.6
"41maletertiary00110" 3.7 0.9 311 2.8 4.1
"41maletertiary00111" 5.6 0.9 522 4.7 6.2
"41maletertiary01000" 1.7 0.9 89 0.8 1.9
"41maletertiary01001" 2.5 0.9 178 1.6 2.8
"41maletertiary01010" 2.3 0.9 156 1.4 2.6
"41maletertiary01011" 3.5 0.9 289 2.6 3.9
"41maletertiary01100" 4.5 0.9 400 3.6 5
"41maletertiary01101" 6.6 0.9 633 5.7 7.3
"41maletertiary01110" 6.1 0.9 578 5.2 6.8
"41maletertiary01111" 9 0.9 900 8.1 10
"41maletertiary10000" 2 0.9 122 1.1 2.2
"41maletertiary10001" 2.5 0.9 178 1.6 2.8
"41maletertiary10010" 2.8 0.9 211 1.9 3.1
"41maletertiary10011" 3.4 0.9 278 2.5 3.8
"41maletertiary10100" 4.6 0.9 411 3.7 5.1
"41maletertiary10101" 5.6 0.9 522 4.7 6.2
"41maletertiary10110" 6.2 0.9 589 5.3 6.9
"41maletertiary10111" 7.6 0.9 744 6.7 8.4
"41maletertiary11000" 3.3 0.9 267 2.4 3.7
"41maletertiary11001" 4.1 0.9 356 3.2 4.6
"41maletertiary11010" 4.5 0.9 400 3.6 5
"41maletertiary11011" 5.5 0.9 511 4.6 6.1
"41maletertiary11100" 7.4 0.9 722 6.5 8.2
"41maletertiary11101" 9 0.9 900 8.1 10
"41maletertiary11110" 10 0.9 1011 9.1 11.1
"41maletertiary11111" 12.1 0.9 1244 11.2 13.4
"42femalebasic00000" 0.9 0.5 80 0.4 1.8
"42femalebasic00001" 1.3 0.5 160 0.8 2.6
"42femalebasic00010" 1.2 0.5 140 0.7 2.4
"42femalebasic00011" 1.8 0.5 260 1.3 3.6
"42femalebasic00100" 2.2 0.5 340 1.7 4.4
"42femalebasic00101" 3.3 0.5 560 2.8 6.6
"42femalebasic00110" 2.9 0.5 480 2.4 5.8
"42femalebasic00111" 4.4 0.5 780 3.9 8.8
"42femalebasic01000" 1.5 0.5 200 1 3
"42femalebasic01001" 2.2 0.5 340 1.7 4.4
"42femalebasic01010" 1.9 0.5 280 1.4 3.8
"42femalebasic01011" 2.9 0.5 480 2.4 5.8
"42femalebasic01100" 3.6 0.5 620 3.1 7.2
"42femalebasic01101" 5.4 0.5 980 4.9 10.8
"42femalebasic01110" 4.8 0.5 860 4.3 9.6
"42femalebasic01111" 7.1 0.5 1320 6.6 14.2
"42femalebasic10000" 1.7 0.5 240 1.2 3.4
"42femalebasic10001" 2.1 0.5 320 1.6 4.2
"42femalebasic10010" 2.3 0.5 360 1.8 4.6
"42femalebasic10011" 2.8 0.5 460 2.3 5.6
"42femalebasic10100" 3.7 0.5 640 3.2 7.4
"42femalebasic10101" 4.5 0.5 800 4 9
"42femalebasic10110" 4.8 0.5 860 4.3 9.6
"42femalebasic10111" 5.9 0.5 1080 5.4 11.8
"42femalebasic11000" 2.8 0.5 460 2.3 5.6
"42femalebasic11001" 3.5 0.5 600 3 7
"42femalebasic11010" 3.7 0.5 640 3.2 7.4
"42femalebasic11011" 4.6 0.5 820 4.1 9.2
"42femalebasic11100" 5.9 0.5 1080 5.4 11.8
"42femalebasic11101" 7.2 0.5 1340 6.7 14.4
"42femalebasic11110" 7.8 0.5 1460 7.3 15.6
"42femalebasic11111" 9.5 0.5 1800 9 19
"42femalepostgraduate00000" 0.5 0.5 0 0 1
"42femalepostgraduate00001" 0.8 0.5 60 0.3 1.6
"42femalepostgraduate00010" 0.7 0.5 40 0.2 1.4
"42femalepostgraduate00011" 1 0.5 100 0.5 2
"42femalepostgraduate00100" 1.3 0.5 160 0.8 2.6
"42femalepostgraduate00101" 2 0.5 300 1.5 4
"42femalepostgraduate00110" 1.7 0.5 240 1.2 3.4
"42femalepostgraduate00111" 2.6 0.5 420 2.1 5.2
"42femalepostgraduate01000" 0.9 0.5 80 0.4 1.8
"42femalepostgraduate01001" 1.3 0.5 160 0.8 2.6
"42femalepostgraduate01010" 1.1 0.5 120 0.6 2.2
"42femalepostgraduate01011" 1.7 0.5 240 1.2 3.4
"42femalepostgraduate01100" 2.2 0.5 340 1.7 4.4
"42femalepostgraduate01101" 3.2 0.5 540 2.7 6.4
"42femalepostgraduate01110" 2.8 0.5 460 2.3 5.6
"42femalepostgraduate01111" 4.2 0.5 740 3.7 8.4
"42femalepostgraduate10000" 1 0.5 100 0.5 2
"42femalepostgraduate10001" 1.3 0.5 160 0.8 2.6
"42femalepostgraduate10010" 1.3 0.5 160 0.8 2.6
"42femalepostgraduate10011" 1.7 0.5 240 1.2 3.4
"42femalepostgraduate10100" 2.2 0.5 340 1.7 4.4
"42femalepostgraduate10101" 2.7 0.5 440 2.2 5.4
"42femalepostgraduate10110" 2.9 0.5 480 2.4 5.8
"42femalepostgraduate10111" 3.5 0.5 600 3 7
"42femalepostgraduate11000" 1.7 0.5 240 1.2 3.4
"42femalepostgraduate11001" 2.1 0.5 320 1.6 4.2
"42femalepostgraduate11010" 2.2 0.5 340 1.7 4.4
"42femalepostgraduate11011" 2.7 0.5 440 2.2 5.4
"42femalepostgraduate11100" 3.6 0.5 620 3.1 7.2
"42femalepostgraduate11101" 4.4 0.5 780 3.9 8.8
"42femalepostgraduate11110" 4.7 0.5 840 4.2 9.4
"42femalepostgraduate11111" 5.7 0.5 1040 5.2 11.4
"42femalesecondary00000" 0.7 0.5 40 0.2 1.4
"42femalesecondary00001" 1.1 0.5 120 0.6 2.2
"42femalesecondary00010" 1 0.5 100 0.5 2
"42femalesecondary00011" 1.5 0.5 200 1 3
"42femalesecondary00100" 1.9 0.5 280 1.4 3.8
"42femalesecondary00101" 2.8 0.5 460 2.3 5.6
"42femalesecondary00110" 2.5 0.5 400 2 5
"42femalesecondary00111" 3.7 0.5 640 3.2 7.4
"42femalesecondary01000" 1.2 0.5 140 0.7 2.4
"42femalesecondary01001" 1.9 0.5 280 1.4 3.8
"42femalesecondary01010" 1.6 0.5 220 1.1 3.2
"42femalesecondary01011" 2.4 0.5 380 1.9 4.8
"42femalesecondary01100" 3.1 0.5 520 2.6 6.2
"42femalesecondary01101" 4.6 0.5 820 4.1 9.2
"42femalesecondary01110" 4 0.5 700 3.5 8
"42femalesecondary01111" 6 0.5 1100 5.5 12
"42femalesecondary10000" 1.5 0.5 200 1 3
"42femalesecondary10001" 1.8 0.5 260 1.3 3.6
"42femalesecondary10010" 1.9 0.5 280 1.4 3.8
"42femalesecondary10011" 2.4 0.5 380 1.9 4.8
"42femalesecondary10100" 3.1 0.5 520 2.6 6.2
"42femalesecondary10101" 3.8 0.5 660 3.3 7.6
"42femalesecondary10110" 4.1 0.5 720 3.6 8.2
"42femalesecondary10111" 5 0.5 900 4.5 10
"42femalesecondary11000" 2.4 0.5 380 1.9 4.8
"42femalesecondary11001" 2.9 0.5 480 2.4 5.8
"42femalesecondary11010" 3.2 0.5 540 2.7 6.4
"42femalesecondary11011" 3.9 0.5 680 3.4 7.8
"42femalesecondary11100" 5 0.5 900 4.5 10
"42femalesecondary11101" 6.2 0.5 1140 5.7 12.4
"42femalesecondary11110" 6.6 0.5 1220 6.1 13.2
"42femalesecondary11111" 8.1 0.5 1520 7.6 16.2
"42femaletertiary00000" 0.6 0.5 20 0.1 1.2
"42femaletertiary00001" 0.9 0.5 80 0.4 1.8
"42femaletertiary00010" 0.8 0.5 60 0.3 1.6
"42femaletertiary00011" 1.2 0.5 140 0.7 2.4
"42femaletertiary00100" 1.5 0.5 200 1 3
"42femaletertiary00101" 2.3 0.5 360 1.8 4.6
"42femaletertiary00110" 2 0.5 300 1.5 4
"42femaletertiary00111" 3 0.5 500 2.5 6
"42femaletertiary01000" 1 0.5 100 0.5 2
